treat,saw_ads,sales,past_sales,female
0,0,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,0,0,0,0
1,0,0,0,1
0,0,0,0,0
0,1,0,0,0
1,1,0,0,1
0,1,0,6.5100002,1
1,0,0,0,0
1,0,0,0,1
0,0,0,0,0
1,0,0,0,1
0,0,0,0,1
1,1,0,0,0
0,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,4.4499998,0,1
1,0,7.73,0,1
1,1,0,4.0799999,1
0,0,0,0,0
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,4.3299999,0,1
0,1,0,0,1
0,1,0,0,0
0,1,0,0,1
1,0,0,0,1
0,1,0,0,0
1,0,12.36,0,1
1,1,0,0,1
0,1,0,0,1
1,1,2.8599999,4.1599998,0
0,1,0,11.97,1
0,0,0,0,1
1,1,2.96,0,0
0,0,0,0,1
0,0,0,0,0
1,0,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,7.29,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
0,0,0,0,0
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,0,0,0,0
0,1,0,7.5,1
1,1,0,0,0
0,0,0,0,1
1,0,0,0,1
0,1,0,6.8699999,1
0,0,0,0,0
1,0,0,0,0
1,1,0,0,0
0,0,0,0,1
0,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,7.77,0
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,4.8800001,0,1
0,1,0,0,1
1,1,9.9499998,0,1
0,1,8.6300001,0,1
0,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,10.01,0,1
0,1,0,0,0
1,0,0,9.21,0
0,1,5.1799998,0,1
1,0,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,3,0,0
0,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,6.8099999,1
0,1,0,0,1
1,0,0,0,0
1,1,0,0,1
0,0,0,0,1
1,1,0,0,0
1,1,0,0,0
0,0,0,0,1
1,1,0,0,0
1,0,0,0,0
1,0,0,0,1
1,1,0,0,1
1,0,0,0,0
0,0,0,0,1
0,1,5.0300002,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,5.9099998,0
1,1,7.1599998,6.52,1
1,1,0,7.5100002,1
0,1,0,0,1
1,1,0,0,1
1,1,0,2.1600001,0
1,0,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,1,4.71,0,1
0,1,0,0,1
0,0,0,0,0
1,1,0,0,1
1,0,0,12.06,1
1,0,0,0,1
1,1,0,5.0799999,1
0,1,0,0,0
0,0,0,0,0
0,1,0,0,1
1,1,0,0,0
0,0,0,0,1
0,1,0,0,0
1,1,0,4.0700002,1
1,1,0,5.1599998,1
0,0,0,0,1
0,0,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,8.5100002,1
1,0,0,0,0
1,1,0,0,1
1,1,9.7399998,0,1
1,1,0,0,1
0,1,5.9099998,0,1
0,0,0,0,0
1,1,4.21,0,1
1,0,0,0,1
1,1,0,7.0500002,1
1,1,0,0,1
0,1,0,5.4099998,1
1,1,0,5.9899998,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,6.96,7.6500001,1
0,1,0,0,1
0,0,0,0,1
1,0,0,0,1
0,0,9.1700001,11.76,1
0,0,11.16,0,1
0,0,0,0,1
1,1,0,0,1
1,0,0,0,0
1,0,0,0,1
0,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,4.23,0
1,1,0,0,1
1,0,0,0,0
0,0,7.77,0,1
0,1,0,0,0
1,0,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,4.0700002,1
1,0,0,0,1
1,1,0,0,0
0,0,0,0,1
1,1,0,0,1
0,1,0,8.5,1
0,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,7.9000001,8.3900003,1
1,0,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,8.8800001,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,0
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,9.4200001,0,1
0,1,0,0,1
0,0,0,0,1
1,0,0,0,1
1,0,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,4.25,1
0,0,0,0,1
0,1,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,5.4299998,0,1
0,0,0,0,0
0,1,8.8299999,0,1
1,1,0,0,1
1,1,0,7.73,1
1,1,0,0,1
0,1,0,0,0
1,0,0,0,1
1,1,0,0,0
1,1,0,5.8200002,1
0,1,0,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,5.1100001,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,0,0,9.2700005,1
1,1,0,0,0
1,0,7.6500001,0,1
1,1,0,0,1
1,0,0,0,0
1,0,0,0,1
1,1,0,6.1100001,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,5.3400002,0,1
1,0,0,0,1
0,0,19.74,0,1
0,0,0,5.0500002,0
1,1,7.98,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,0,0,0,1
0,1,0,8.3800001,1
1,1,0,0,0
0,1,0,0,1
0,1,0,0,0
1,1,0,0,1
1,0,0,0,0
0,1,0,0,1
1,0,0,0,0
0,1,0,4.8099999,0
0,1,0,0,0
1,1,3.3,0,0
1,0,0,0,1
0,1,0,13.42,1
0,1,3.74,0,0
1,1,0,0,1
1,1,0,9.3599997,1
1,1,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,8.3699999,1
0,1,0,0,1
1,1,0,0,0
0,0,8.6700001,9.8299999,0
0,1,0,0,0
0,1,0,0,1
1,1,0,0,0
0,0,12.25,0,1
1,1,0,8,1
1,1,0,0,0
0,0,0,12.94,1
1,1,0,0,1
1,1,2.1600001,0,0
1,0,19.290001,0,1
0,1,0,0,1
1,1,8.7200003,0,1
0,0,0,0,1
0,1,5.3499999,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,6.4499998,0,1
0,0,9.7200003,0,0
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
0,0,0,0,0
0,0,0,0,1
1,0,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,6.7800002,5.6199999,1
1,1,5.8899999,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,5.7199998,5.29,1
0,1,7.21,0,1
1,1,0,4.9699998,1
0,1,4.9499998,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,7.6300001,1
1,1,8.6199999,0,1
1,1,0,5.1399999,0
1,0,0,0,1
0,0,0,0,1
1,1,0,0,0
1,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
0,0,0,0,1
0,1,4.4899998,0,0
1,1,0,0,1
1,1,0,0,1
1,0,0,0,0
0,0,0,0,1
1,1,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,5.6199999,1
1,1,0,0,1
0,0,0,0,1
0,0,10.08,0,1
1,1,0,0,1
0,1,0,0,1
0,1,4.2199998,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,1,0,4.98,1
1,1,4.9200001,10.52,1
1,1,0,0,1
0,1,0,0,0
0,1,0,7.8600001,0
1,1,0,0,1
0,1,0,5.8600001,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,7.8800001,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,7.3499999,1
1,1,0,0,1
0,0,0,0,0
1,1,0,9.6800003,1
0,0,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,10.54,0,1
1,1,0,0,1
1,0,0,17.77,1
0,1,0,0,0
1,1,0,0,0
0,0,0,20.969999,1
1,1,0,0,1
1,1,0,5.8699999,1
0,1,0,0,1
1,1,0,0,1
1,1,11.06,0,1
0,1,0,0,1
1,0,7.4200001,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,0
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,4.6300001,0
1,0,0,0,1
1,1,0,0,0
1,1,0,0,0
0,1,4.6999998,0,0
1,0,0,0,1
1,1,0,0,1
1,0,0,0,0
1,1,0,0,1
0,0,0,0,1
1,0,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,4.4899998,0
0,1,0,0,1
0,0,0,12.32,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
0,0,0,0,1
1,1,0,0,0
1,1,5.27,0,1
1,1,0,0,1
0,1,0,5.6799998,1
1,1,4.1900001,0,1
1,1,7.1900001,0,1
0,1,0,0,1
1,0,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,0,0,0,1
0,1,5.1900001,0,1
1,0,13.96,16.4,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,0
0,1,0,0,1
0,1,6.52,0,1
0,1,0,0,1
0,1,0,0,1
0,1,8.1800003,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,0
0,0,9.1400003,0,1
1,1,3.1500001,2.76,0
1,1,0,0,1
1,1,0,6.2399998,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,1,0,6.77,1
1,1,0,0,1
0,0,0,0,1
0,0,0,0,1
1,1,9.3699999,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,0,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,6.9000001,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,0
0,1,5.9099998,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,3.48,1
0,1,0,0,1
1,0,0,0,1
0,1,0,0,0
1,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,6.4200001,0,1
0,0,0,0,0
1,1,0,0,1
1,1,0,4.04,0
0,1,0,6.79,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,3,0,0
0,1,0,0,1
0,0,0,0,0
1,0,0,0,1
0,0,0,0,1
0,1,0,0,1
0,0,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,5.52,0,1
1,1,0,7.8400002,1
0,1,0,0,1
1,1,0,0,1
0,1,5.8099999,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,0,0,0,1
0,1,0,0,0
0,0,9.0500002,0,1
0,0,19.66,0,1
0,0,0,0,1
1,0,0,0,0
1,1,0,0,1
0,1,5.7399998,0,1
1,0,0,0,1
0,0,0,0,0
1,1,0,0,1
1,0,0,0,1
0,1,9.25,0,1
0,0,0,0,1
1,1,0,6.7800002,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,0
1,0,0,0,1
1,0,0,0,1
1,1,0,0,0
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,6.3800001,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,10.44,1
1,1,0,0,0
1,0,0,0,1
1,1,0,0,0
1,1,0,0,0
0,1,0,0,0
1,1,0,0,1
0,0,0,0,1
1,1,0,5.1300001,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,1
0,0,0,0,1
0,1,0,9.0799999,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,0
0,0,0,0,1
1,0,0,17.68,1
0,1,0,0,0
0,1,7.1900001,0,1
1,1,6.4400001,3.8699999,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
1,1,7.5,0,1
1,0,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,0,0,0,1
1,1,0,0,0
1,0,0,0,1
1,0,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,4.9099998,0,1
1,1,9.0799999,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,7.1700001,0,1
1,1,0,0,0
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,0,0,0,0
0,1,4.1700001,0,0
0,1,0,0,1
0,0,0,0,0
0,1,5.4000001,0,1
0,1,0,0,1
0,0,8.0799999,0,1
1,1,0,8.8400002,1
1,1,5.73,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,6.5500002,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,0
1,0,0,10.05,0
1,1,0,0,0
0,0,9.3699999,0,0
1,1,6.0500002,0,1
1,0,0,0,1
0,1,0,13.71,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,1,7.1599998,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,8.5799999,1
1,1,5.3200002,0,1
1,1,3.4300001,0,1
1,1,0,5.52,1
0,0,8.4899998,0,1
0,0,0,7.6399999,1
0,0,0,13.38,1
0,1,0,6.0900002,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,0
0,1,7.9400001,0,1
0,0,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
0,0,0,0,1
1,0,0,0,0
1,1,4.6799998,0,1
0,1,0,0,1
1,0,0,0,1
0,1,8,7.8299999,1
1,0,0,0,1
1,1,0,0,1
1,0,0,0,0
0,0,0,0,1
1,0,0,0,0
1,0,0,0,0
0,1,0,0,1
0,1,0,0,1
0,1,0,0,0
1,1,0,0,0
0,1,0,0,0
0,0,0,0,1
1,0,0,0,0
0,1,0,0,1
0,1,0,0,1
1,0,0,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,3.5599999,1
1,1,0,0,0
1,0,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,3.3299999,0
1,1,8.2799997,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,9.3699999,1
1,1,3.6300001,0,0
0,1,0,9.0699997,1
1,0,0,0,1
0,0,0,0,0
1,0,0,16.370001,1
1,1,0,0,1
1,1,0,0,1
1,1,4.6599998,0,1
0,0,0,0,0
0,0,10.08,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,7.5999999,1
1,0,0,0,1
1,1,0,0,0
0,1,9.1899996,0,1
0,1,0,0,1
0,1,0,0,0
0,1,9.3100004,0,1
1,1,0,5.3099999,1
0,1,0,0,0
1,0,0,14.63,1
1,0,0,8.9799995,1
1,1,0,0,1
1,0,0,0,0
1,1,0,0,0
0,1,0,5.9699998,0
1,1,0,0,0
0,1,0,0,0
1,0,0,0,1
1,1,0,4.3299999,0
1,1,2.8099999,0,0
1,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,6.8099999,1
1,1,0,0,1
1,1,0,0,1
1,0,0,13.12,1
1,0,0,0,1
0,1,0,0,1
0,1,2.98,0,0
0,0,0,0,0
0,1,0,0,1
0,1,0,0,1
1,1,10.03,0,1
1,0,0,0,1
1,1,0,4.3099999,0
1,1,0,0,1
1,1,0,0,1
0,1,0,6.6300001,1
1,1,0,0,1
0,1,0,0,1
1,1,4.21,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,5.9499998,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,5.9299998,1
1,0,0,0,1
0,1,0,0,1
1,1,0,4.9200001,0
1,0,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,0,0,0,0
0,1,0,0,1
1,1,6.5,7.8499999,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,0
1,1,0,0,0
1,0,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,0,0,0,1
0,1,4.8899999,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,3.1400001,1
1,1,9.2700005,0,1
0,1,0,4.9299998,1
1,0,0,0,1
1,0,0,0,0
1,1,0,0,1
1,0,0,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,0,1
0,1,0,6.9000001,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
0,1,0,0,1
1,0,0,0,1
0,0,0,0,1
0,1,7.98,0,1
1,1,0,0,1
0,1,4.79,6.48,1
0,0,0,0,1
0,0,0,12.51,1
1,1,0,0,0
1,1,0,0,0
1,1,0,6.96,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,0,0,0,1
0,1,0,6.25,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,4.1999998,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,4.4099998,0,0
1,1,0,16.24,1
0,1,0,0,0
1,1,0,0,0
0,0,0,0,1
0,1,0,7.6700001,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,0,15.07,6.7399998,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,0
0,0,0,0,1
0,1,0,0,0
1,1,0,0,0
0,1,0,5.6199999,0
1,0,0,0,1
0,1,0,0,1
0,1,0,0,0
0,0,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,1
0,1,0,7.04,1
1,1,0,0,1
1,0,25.17,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,0,0
0,1,0,0,0
1,1,0,0,0
1,0,0,0,0
1,1,0,0,1
1,0,0,0,0
1,1,9.7200003,0,1
0,1,5.23,4.9499998,1
1,0,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,1
0,1,12.45,9.79,1
1,1,0,0,1
1,1,0,0,0
1,0,0,0,0
0,1,0,0,1
0,0,0,0,0
0,1,0,0,1
0,1,0,7.2199998,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,3.97,0
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,0
1,0,0,0,1
0,0,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,6.1399999,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,7.0300002,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,0,0,0,0
1,1,0,0,1
0,0,0,0,0
1,0,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,10.72,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,5.7800002,1
1,1,0,0,0
0,0,0,0,1
0,0,0,0,1
1,0,0,0,0
0,0,0,0,0
1,1,0,3.51,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,7.7800002,11.14,1
1,1,0,5.6799998,0
1,1,7.96,0,1
1,1,0,0,0
0,0,0,0,1
0,1,0,0,0
0,1,4.98,0,0
1,1,2.6600001,0,0
0,1,0,0,0
1,1,0,4.3000002,1
1,0,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,4.8600001,0,1
1,0,0,18.17,1
1,1,0,9.8400002,1
0,1,0,0,1
0,0,8.2700005,0,0
1,1,7.75,0,1
0,1,0,0,1
1,1,0,4.6300001,1
1,1,0,0,1
0,1,0,5.3499999,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,14.96,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
1,1,4.5599999,0,0
0,0,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,5.3299999,0
1,1,0,0,1
1,1,6.2600002,5.4699998,1
1,1,6.1399999,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,11.09,0,1
1,1,3.05,0,0
1,1,0,0,1
1,1,0,0,0
0,1,0,10.49,1
1,1,3.5799999,0,1
0,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
0,1,0,0,0
0,1,4.6399999,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,4.4299998,0,1
1,1,4.96,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,5.5300002,5.3400002,0
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,8.79,1
0,1,5.2800002,0,1
0,1,0,0,0
0,0,0,0,0
0,1,0,0,0
0,1,5.1999998,0,1
0,1,0,0,1
1,1,0,0,0
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,4.52,3.28,0
1,0,0,0,1
0,0,0,5.8000002,0
1,1,0,0,1
0,1,0,0,1
1,0,10.27,0,1
1,1,0,0,1
1,1,0,0,1
1,1,4.8800001,0,0
0,1,0,0,0
0,1,0,0,1
0,1,0,8.6599998,1
0,1,0,0,0
1,1,8.9799995,0,1
0,1,0,0,1
0,1,0,0,0
1,1,7.6599998,0,0
0,1,0,0,0
1,0,0,0,0
1,1,7.1599998,0,1
1,1,5.6599998,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,1,3.6500001,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,0,0,0,1
1,1,4.4099998,5.0999999,0
1,0,6.8499999,0,1
0,1,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,8.1700001,0,1
1,1,0,0,1
1,0,0,0,0
1,1,0,0,0
0,1,0,0,1
0,1,6.1799998,0,1
1,1,0,0,1
1,1,0,3.48,0
1,1,0,4.6999998,0
0,0,0,0,1
0,1,0,0,0
1,1,0,0,0
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
0,0,0,0,0
1,0,9.6400003,0,0
0,1,0,6.27,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,17,0,1
0,1,0,0,0
0,1,0,0,1
1,0,0,0,1
0,1,0,0,0
0,0,0,0,0
1,1,0,0,0
1,0,0,0,1
1,1,7.4000001,0,0
0,0,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,6.3600001,0,1
0,0,0,0,0
1,1,0,0,0
1,0,0,0,0
1,1,0,0,1
0,1,3.48,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,6.8800001,0,1
0,1,0,6.4499998,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,0,0,15.13,1
1,1,0,0,1
1,1,6.9000001,0,1
1,1,7.8200002,0,1
0,0,10.51,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,0
0,0,0,0,1
1,1,3.8399999,0,0
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,0
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,7.4899998,0,1
1,0,0,0,0
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,0
1,1,0,0,1
1,0,0,0,1
1,1,4.21,0,0
0,0,0,0,0
0,1,0,6.8699999,1
1,1,0,12.54,1
0,1,0,0,1
1,1,4.1199999,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
0,1,0,0,0
1,1,4.4899998,0,0
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,0
1,1,0,0,0
1,1,0,0,1
1,0,0,0,1
0,0,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,0
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,1,7.6999998,0,1
0,1,0,4.0300002,0
0,1,0,0,0
1,0,17.57,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,0,0,0,0
1,1,0,0,1
1,0,9.5600004,0,1
0,1,7.4099998,0,1
1,1,3.8699999,0,0
1,1,0,5.9400001,1
0,1,0,4.2600002,1
1,1,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,0,0
1,1,7.96,0,1
1,1,0,0,1
1,1,0,7.7399998,1
1,1,0,0,1
0,0,0,14.63,1
0,1,0,10.15,1
1,0,0,0,1
1,0,0,0,1
1,0,11.46,0,1
1,0,0,0,1
0,1,5,0,1
0,0,0,0,1
0,0,12.53,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,3.9400001,0,0
1,0,0,0,1
